Id,SalePrice
1461,117750.0993538029
1462,147683.08393176456
1463,175280.10198440994
1464,194668.39652804955
1465,198054.46767045872
1466,168246.94589726953
1467,180354.55638960213
1468,160808.34940899335
1469,187351.43617389054
1470,122595.67689156237
1471,167737.51885986183
1472,101167.51112758556
1473,95570.76985772258
1474,140925.57770153394
1475,112691.5688152206
1476,343862.4408256973
1477,247829.03076674487
1478,306932.2017398232
1479,309579.0015961473
1480,484320.9573277162
1481,326256.97680437326
1482,222025.9938747066
1483,176976.82738586992
1484,168003.7602673689
1485,208261.00376510847
1486,189486.80299677353
1487,344911.3065683729
1488,234227.1980076181
1489,189229.84666968088
1490,241998.40771419945
1491,194790.95844556892
1492,87404.62804580097
1493,197934.23517652153
1494,293867.6749977909
1495,279405.522357898
1496,234113.5225648382
1497,173495.15190026423
1498,183335.29191520397
1499,168478.79619419246
1500,162444.9334887803
1501,169265.32433266184
1502,147935.11436917377
1503,290956.98883152765
1504,246762.98386559787
1505,228534.83620202172
1506,186708.34178728948
1507,235994.95935134572
1508,200056.72960495594
1509,156543.19003633095
1510,145542.18090217476
1511,156932.90479768324
1512,168575.45616383044
1513,147385.15401322005
1514,150549.1862080047
1515,183536.6306597973
1516,154405.92032251958
1517,163835.6123684816
1518,128254.670992714
1519,203834.6113891852
1520,126659.19616877886
1521,125012.15738013765
1522,172230.71591816325
1523,111037.64143232827
1524,123046.41877732487
1525,116538.07366864079
1526,111523.88136498671
1527,103389.49851989071
1528,133654.8936986989
1529,151737.76410854576
1530,206304.93596001933
1531,115040.98478943919
1532,94164.98234365134
1533,140806.8174707622
1534,121940.84776400706
1535,137805.77470520986
1536,106322.6168007293
1537,56970.36142355407
1538,150411.22646969353
1539,191714.45375872758
1540,89498.88546058575
1541,144044.019309663
1542,132688.38393238396
1543,173582.0113141253
1544,88843.71069392459
1545,117612.68485967084
1546,144451.27957742376
1547,135097.9007087783
1548,140780.588064789
1549,128080.679748355
1550,137618.72726770773
1551,100763.42337286264
1552,141903.47007636068
1553,147683.7167107649
1554,122236.5215593889
1555,152127.8272198593
1556,87793.28680748108
1557,97995.70134142094
1558,106707.14116189441
1559,69912.06864152533
1560,125915.29851661544
1561,116114.59628138236
1562,134714.25888497988
1563,121279.390536966
1564,148015.0386662459
1565,144638.19225169413
1566,239288.73416452063
1567,75961.14698100007
1568,243513.18893480045
1569,127759.37360759941
1570,143998.88261542178
1571,109182.51923650735
1572,134028.11668171678
1573,222900.8300269663
1574,112747.64600311706
1575,233823.3640003846
1576,242390.44926134252
1577,184394.41766894393
1578,145160.75270491137
1579,143415.6809256813
1580,195245.1958364061
1581,164508.83901734688
1582,130236.16157494493
1583,280031.586408002
1584,218444.14236054482
1585,140560.088261596
1586,73688.0005267808
1587,111481.1103131662
