Id,SalePrice
1461,119380.9114245681
1462,145752.0799547718
1463,173708.4507190966
1464,203390.58141743165
1465,195295.97407114418
1466,172237.02713745384
1467,185731.63086429553
1468,165799.80917844098
1469,194657.767643539
1470,117269.4098961957
1471,199787.58644055217
1472,104844.05071455518
1473,97228.81353806074
1474,149869.76953042953
1475,121449.99357766932
1476,336272.7122310128
1477,241753.7641235033
1478,292379.3557494434
1479,292170.25041345507
1480,442942.6184924131
1481,308601.205409239
1482,220741.96528052242
1483,180839.5662795883
1484,170127.98765664955
1485,205192.464564675
1486,201487.73212633352
1487,330743.4747429026
1488,242046.66543644818
1489,180054.98906512113
1490,222710.8996976687
1491,199688.62370675377
1492,92776.45230035359
1493,195711.5562344075
1494,291347.58203273074
1495,283991.4719375947
1496,215311.03996466214
1497,172976.7365231247
1498,161787.26267997938
1499,164847.6018799047
1500,154050.9254891345
1501,162831.4223049023
1502,152673.84262077318
1503,282683.3052814654
1504,239969.14020813632
1505,217477.27267660832
1506,190045.54559459424
1507,237766.2754192318
1508,194378.53353812863
1509,159955.52214014347
1510,138367.89540189286
1511,142865.71059877146
1512,174329.80351898383
1513,148451.7363566814
1514,150434.7832765238
1515,193122.63318725285
1516,156614.58436709282
1517,166267.43528768246
1518,132288.90199978114
1519,207278.58496165578
1520,121739.88709564255
1521,121672.84059685997
1522,182317.20222840586
1523,103365.39361561903
1524,123532.23969180853
1525,118069.70024330574
1526,114959.60491875523
1527,103403.31680756052
1528,145474.83389456288
1529,134483.30964566243
1530,208418.27448892687
1531,109014.44768960527
1532,101392.83180688735
1533,138856.9274010532
1534,126816.07667460594
1535,144626.1461947125
1536,105753.66496795444
1537,65043.9586091215
1538,158276.7064911391
1539,196045.6529788795
1540,98309.47270009285
1541,144484.2079055987
1542,121387.63958594686
1543,173066.0149554294
1544,88130.20034044293
1545,118347.93797543191
1546,134817.82182648097
1547,125915.77397132899
1548,131332.3449677158
1549,119066.94434754679
1550,121857.81233197791
1551,111125.90525933994
1552,124190.95239158257
1553,151429.43917639003
1554,119527.27955415935
1555,145922.93976960133
1556,92570.58459429981
1557,101212.0042798956
1558,105773.88933307062
1559,77154.33699009332
1560,134827.34450827443
1561,119964.99280125895
1562,132318.8983203161
1563,118659.46930069504
1564,151118.56590598743
1565,149703.3450320827
1566,235199.6041223882
1567,80127.65915767221
1568,218894.29974143667
1569,109616.45320724859
1570,150707.83498544822
1571,121236.32979157235
1572,135948.63755801137
