Id,SalePrice
1461,126743.25657837071
1462,150920.34409617557
1463,179847.23091444143
1464,180346.89819217188
1465,201836.43356148104
1466,180092.64122248467
1467,163942.08549613107
1468,175103.93489308708
1469,183120.0685777225
1470,120042.14117811565
1471,195674.62379160462
1472,98514.98410835933
1473,103705.88865837608
1474,162485.82545324852
1475,149435.89087818013
1476,379940.38342744345
1477,253001.2001429238
1478,305566.666167865
1479,267575.0606410412
1480,437008.5716498205
1481,303081.19707622565
1482,212256.90137005303
1483,174700.84934636226
1484,179743.42962823086
1485,173201.361547426
1486,200879.55430713107
1487,320553.16416439466
1488,239078.71627787853
1489,206210.632884507
1490,192095.1240357972
1491,192147.84929658423
1492,96636.1240036805
1493,174492.69901055945
1494,304111.5942080889
1495,295634.92238159373
1496,222378.4931282464
1497,191593.87424558055
1498,153251.321319327
1499,154138.75449800017
1500,147818.6322092721
1501,172150.45231830695
1502,172856.89052141656
1503,300673.28307408316
1504,234659.62867314677
1505,214639.64408193456
1506,178218.88091866765
1507,217315.89615176033
1508,193679.2197333678
1509,163277.17096719187
1510,151273.2877086697
1511,151199.83073980623
1512,165742.6564042555
1513,157791.29753417504
1514,160307.25512656278
1515,179176.09348843677
1516,162433.81684374693
1517,153004.64598256652
1518,132470.52286724845
1519,220006.82813086218
1520,139803.4711063788
1521,144994.31261756195
1522,164181.41215873716
1523,115562.69632033905
1524,121391.07304115013
1525,125101.4132085492
1526,129665.59872728583
1527,105079.74502494154
1528,124466.10023250434
1529,143867.61772525482
1530,168343.4779047464
1531,132813.24495150195
1532,109447.61261275958
1533,147334.04260662274
1534,115782.15631345274
1535,164635.69101059416
1536,120150.59205453804
1537,80432.79061077644
1538,186234.2470145905
1539,244869.34945448156
1540,115659.8211909917
1541,147709.42662395156
1542,145500.62194280402
1543,224093.3011252937
1544,86102.9445412719
1545,107433.11384324761
1546,120531.01929955433
1547,140733.24781284612
1548,136089.54797697315
1549,113177.60919441318
1550,145960.7017202425
1551,117479.63017004078
1552,145828.21793892683
1553,145707.8767583258
1554,112095.69109592681
1555,173425.8546021208
1556,95403.54603589658
1557,133358.9087934669
1558,91114.84404305647
1559,119521.50718920544
1560,150867.9540722581
1561,154091.59114705035
1562,125394.76900735637
